,dien_tich,mat_tien,huong_nha,lat,long,gia_m2,do_rong_duong_ml,ten_phuong,sodo
12738,90.0,4.8,Tây Bắc,21.0218618,105.9085869,84.44444444444444,Ngõ 1 ô tô,Phường Thạch Bàn,1
12739,72.7,4.7,Nam,21.0233526,105.9079671,52.95735900962861,Ngõ 1 ô tô,Phường Thạch Bàn,0
12740,40.0,4.8,Tây Bắc,21.0548635,105.8884966,42.0,Ngõ ngách,Phường Long Biên,0
12742,100.0,4.8,Tây Nam,21.056117,105.8658584,53.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12743,85.0,4.8,KXĐ,21.0383592,105.9339701,31.176470588235293,Ngõ 1 ô tô,Phường Long Biên,1
12745,36.0,4.8,KXĐ,21.0674328,105.9179597,69.44444444444444,Ngõ 1 ô tô,Phường Giang Biên,1
12746,42.0,4.8,KXĐ,21.0617671,105.8821839,52.38095238095238,Ngõ 1 ô tô,Phường Thượng Thanh,1
12747,50.0,4.8,KXĐ,21.0203107,105.9107008,120.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12748,58.0,4.8,KXĐ,21.0766876,105.9075309,72.41379310344827,Ngõ 1 ô tô,Phường Thượng Thanh,1
12749,54.0,4.8,Bắc,21.0674328,105.9179597,51.851851851851855,Ngõ 1 ô tô,Phường Giang Biên,1
12750,80.0,4.8,KXĐ,21.0656481,105.8980445,32.5,Ngõ 1 ô tô,Phường Đức Giang,1
12751,36.0,4.8,KXĐ,21.0230051,105.9053707,66.11111111111111,Ngõ 1 ô tô,Phường Thạch Bàn,1
12752,65.0,4.8,KXĐ,21.0104989,105.9096443,62.61538461538461,Ngõ 1 ô tô,Phường Long Biên,1
12753,79.0,4.8,KXĐ,21.0285735,105.9193383,43.03797468354431,Ngõ 1 ô tô,Phường Thạch Bàn,1
12754,65.0,4.8,KXĐ,21.0104989,105.9096443,71.1076923076923,Ngõ 1 ô tô,Phường Long Biên,1
12755,61.0,4.8,KXĐ,21.0250451,105.9078847,49.18032786885246,Ngõ 1 ô tô,Phường Thạch Bàn,1
12756,75.0,4.8,KXĐ,21.0584885,105.9002297,114.93333333333334,Ngõ 1 ô tô,Phường Việt Hưng,1
12757,70.5,4.8,KXĐ,21.0288671,105.8840044,50.99290780141844,Ngõ 1 ô tô,Phường Long Biên,1
12758,50.0,4.8,KXĐ,21.0250451,105.9078847,38.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12759,113.0,4.8,KXĐ,21.0348453,105.9127108,115.04424778761062,Ngõ 1 ô tô,Phường Long Biên,1
12760,113.0,4.8,KXĐ,21.0387659,105.9053703,115.04424778761062,Ngõ 1 ô tô,Phường Long Biên,1
12761,32.6,4.8,KXĐ,21.0621941,105.9163657,93.00613496932516,Ngõ 1 ô tô,Phường Giang Biên,1
12762,37.0,4.8,KXĐ,21.0437208,105.9259271,44.86486486486486,Ngõ 1 ô tô,Phường Long Biên,1
12763,30.0,4.8,KXĐ,21.0104989,105.9096443,72.0,Ngõ 1 ô tô,Phường Long Biên,1
12764,57.0,4.8,KXĐ,21.0437208,105.9259271,47.36842105263158,Ngõ 1 ô tô,Phường Long Biên,1
12765,90.0,4.8,KXĐ,21.0233526,105.9079671,84.44444444444444,Ngõ 4 ô tô trở lên,Phường Long Biên,0
12766,57.0,4.5,KXĐ,21.0233526,105.9079671,64.03508771929825,Ngõ 2 ô tô tránh,Phường Long Biên,0
12767,93.0,4.75,KXĐ,21.0279025,105.8839466,59.0,Ngõ 1 ô tô,Phường Long Biên,0
12768,100.0,5.0,KXĐ,21.022188,105.9078461,100.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12769,107.0,5.25,KXĐ,21.0218618,105.9085869,53.271028037383175,Ngõ 1 ô tô,Phường Thạch Bàn,1
12770,97.0,5.5,KXĐ,21.0288671,105.8840044,62.88659793814433,Ngõ 1 ô tô,Phường Long Biên,1
12771,90.0,4.8,KXĐ,21.0218618,105.9085869,84.44444444444444,Ngõ 1 ô tô,Phường Thạch Bàn,1
12773,105.0,4.9399999999999995,KXĐ,21.0769457,105.9035321,47.61904761904762,Ngõ 1 ô tô,Phường Thượng Thanh,1
12774,36.0,5.01,Đông Bắc,21.0218618,105.9085869,49.16666666666666,Ngõ 1 ô tô,Phường Thạch Bàn,1
12775,83.0,5.08,KXĐ,21.0674328,105.9179597,90.36144578313252,Ngõ 1 ô tô,Phường Giang Biên,1
12776,41.0,5.15,KXĐ,21.056117,105.8658584,32.926829268292686,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12777,50.0,5.22,KXĐ,21.0558485,105.8916207,76.0,Ngõ 1 ô tô,Phường Đức Giang,1
12778,38.0,5.29,Đông Nam,21.0484769,105.877798,100.0,Ngõ 1 ô tô,Phường Long Biên,1
12780,74.0,5.43,KXĐ,21.0621941,105.9163657,39.86486486486486,Ngõ 1 ô tô,Phường Giang Biên,1
12781,100.0,5.5,Đông Bắc,21.0233526,105.9079671,63.0,Ngõ 2 ô tô tránh,Phường Long Biên,0
12782,40.0,7.0,KXĐ,21.0233526,105.9079671,51.25,Ngõ 1 ô tô,Phường Long Biên,0
12783,71.0,4.7,KXĐ,21.0233526,105.9079671,91.54929577464787,Ngõ 1 ô tô,Phường Long Biên,0
12784,90.0,5.5,KXĐ,21.0548635,105.8884966,75.55555555555556,Ngõ 1 ô tô,Phường Long Biên,0
12786,94.4,3.6,KXĐ,21.053419,105.8868173,79.97881355932203,Ngõ 3 ô tô tránh,Phường Long Biên,0
12787,78.0,5.0,KXĐ,21.0437208,105.9259271,43.58974358974359,Ngõ 1 ô tô,Phường Long Biên,0
12788,49.0,3.7,KXĐ,21.0233526,105.9079671,34.48979591836735,Ngõ 1 ô tô,Phường Thạch Bàn,0
12789,94.0,3.6,Tây,21.0548635,105.8884966,80.31914893617021,Ngõ 3 ô tô tránh,Phường Long Biên,0
12790,58.0,4.5,KXĐ,21.0298833,105.9074818,62.93103448275862,Ngõ 1 ô tô,Phường Thạch Bàn,0
12791,49.0,3.7,KXĐ,21.022188,105.9078461,34.48979591836735,Ngõ 1 ô tô,Phường Thạch Bàn,1
12792,51.0,3.4,KXĐ,21.0543096,105.8771757,46.07843137254902,Ngõ 1 ô tô,Phường Thượng Thanh,1
12793,52.0,3.7,KXĐ,21.0521224,105.893974,91.34615384615384,Ngõ 1 ô tô,Phường Việt Hưng,1
12794,45.0,4.0,KXĐ,21.056117,105.8658584,77.77777777777777,Ngõ 1 ô tô,Phường Ngọc Thụy,0
12796,47.5,6.75,KXĐ,21.06041,105.8709822,65.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12797,71.75,5.425,KXĐ,21.0407327,105.896559,64.0,Ngõ 1 ô tô,Phường Phúc Đồng,0
12798,96.0,4.1,KXĐ,21.0365183,105.9113587,71.0,Ngõ 1 ô tô,Phường Long Biên,1
12799,140.0,9.5,KXĐ,21.0265094,105.884828,62.142857142857146,Ngõ 1 ô tô,Phường Long Biên,1
12800,105.0,5.0,Bắc,21.038754,105.9346501,45.0,Ngõ 1 ô tô,Phường Giang Biên,1
12801,103.0,7.0,KXĐ,21.0679277,105.917776,62.0,Ngõ 1 ô tô,Phường Giang Biên,1
12802,90.0,7.0,Đông Nam,21.056117,105.8658584,61.11111111111112,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12803,42.0,7.0,KXĐ,21.0437208,105.9259271,35.714285714285715,Ngõ 1 ô tô,Phường Long Biên,0
12804,100.0,7.0,KXĐ,21.0409106,105.9048432,53.0,Ngõ 1 ô tô,Phường Phúc Đồng,1
12805,30.0,7.0,KXĐ,21.0437208,105.9259271,36.66666666666666,Ngõ 1 ô tô,Phường Long Biên,0
12806,48.0,7.0,KXĐ,21.0405733,105.8776605,69.79166666666667,Ngõ 1 ô tô,Phường Long Biên,1
12807,61.0,7.0,KXĐ,21.0355605,105.8728104,59.01639344262295,Ngõ 1 ô tô,Phường Long Biên,1
12808,59.0,7.0,KXĐ,21.06229,105.8981502,61.01694915254237,Ngõ 1 ô tô,Phường Đức Giang,1
12809,105.0,7.0,KXĐ,21.0656481,105.8980445,60.0,Ngõ 1 ô tô,Phường Đức Giang,1
12812,85.3,5.5,KXĐ,21.0617671,105.8821839,63.30597889800704,Ngõ 1 ô tô,Phường Thượng Thanh,0
12813,100.0,5.25,KXĐ,21.0701691,105.9068373,60.0,Ngõ 1 ô tô,Phường Đức Giang,0
12814,90.0,5.0,KXĐ,21.0163527,105.9208658,84.44444444444444,Ngõ 1 ô tô,Phường Thạch Bàn,0
12817,40.0,8.95,KXĐ,21.023783,105.9200055,57.5,Ngõ 1 ô tô,Phường Thạch Bàn,1
12818,66.5,4.0,KXĐ,21.0233526,105.9079671,79.69924812030075,Ngõ 4 ô tô tránh,Phường Long Biên,0
12820,30.0,3.0,KXĐ,21.0279025,105.8839466,102.66666666666669,Ngõ 4 ô tô tránh,Phường Long Biên,0
12821,120.0,8.0,Bắc,21.0563696,105.8878669,64.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
12823,70.0,6.0,Tây Nam,21.0098329,105.9051712,59.0,Ngõ 1 ô tô,Phường Long Biên,1
12824,60.0,4.2,Đông Bắc,21.0533486,105.9009639,58.0,Ngõ 1 ô tô,Phường Việt Hưng,0
12825,90.0,5.0,KXĐ,21.0705995,105.8540673,36.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12826,40.0,5.0,KXĐ,21.0492099,105.8831071,115.0,Ngõ 1 ô tô,Phường Long Biên,1
12827,38.0,3.8,Đông Nam,21.048956,105.8862812,117.10526315789474,Ngõ 1 ô tô,Phường Long Biên,1
12828,100.0,4.6,Đông Bắc,21.0495394,105.8834124,84.0,Ngõ 1 ô tô,Phường Long Biên,1
12830,70.0,5.0,Đông Nam,21.0674328,105.9179597,87.0,Ngõ 1 ô tô,Phường Giang Biên,1
12831,90.0,5.0,KXĐ,21.0233526,105.9079671,84.44444444444444,Ngõ 4 ô tô tránh,Phường Thạch Bàn,0
12832,88.0,4.4,KXĐ,21.0681568,105.8897499,105.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
12833,102.0,6.3,KXĐ,21.0597041,105.8962972,45.09803921568628,Ngõ 1 ô tô,Phường Đức Giang,1
12834,130.0,5.633333333333333,KXĐ,21.0588582,105.8583873,7.692307692307692,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12835,100.0,4.966666666666667,KXĐ,21.053419,105.8868173,60.0,Ngõ 1 ô tô,Phường Long Biên,0
12836,80.0,4.3,Tây Bắc,21.026428,105.8930876,130.0,Ngõ 1 ô tô,Phường Long Biên,1
12837,50.0,4.0,KXĐ,21.0285735,105.9193383,40.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
12838,44.0,3.5,Đông Bắc,21.0230051,105.9053707,60.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
12839,64.0,5.0,Đông Nam,21.0543096,105.8771757,45.0,Ngõ 1 ô tô,Phường Thượng Thanh,0
12840,110.0,6.2,Đông Bắc,21.0401721,105.9024322,63.63636363636363,Ngõ 4 ô tô tránh,Phường Phúc Đồng,0
12842,30.0,5.0,KXĐ,21.0643273,105.9149135,50.0,Ngõ ngách,Phường Long Biên,0
12843,120.0,4.5,KXĐ,21.0348453,105.9127108,100.0,Ngõ 1 ô tô,Phường Long Biên,0
12844,121.0,5.5,KXĐ,21.0603809,105.898435,82.64462809917356,Ngõ 1 ô tô,Phường Việt Hưng,1
12845,70.0,5.0,KXĐ,21.056117,105.8658584,87.14285714285714,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12846,100.0,6.7,KXĐ,21.0218618,105.9085869,106.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
12847,70.5,4.7,Đông Bắc,21.0059693,105.896559,50.0,Ngõ 1 ô tô,Phường Long Biên,1
12848,67.0,4.91,KXĐ,21.038754,105.9346501,88.80597014925372,Ngõ 1 ô tô,Phường Giang Biên,1
12849,30.0,4.33,KXĐ,21.0285735,105.9193383,46.66666666666666,Ngõ 1 ô tô,Phường Thạch Bàn,1
12850,50.0,3.75,Tây Bắc,21.016256,105.9180077,51.4,Ngõ 1 ô tô,Phường Thạch Bàn,0
12851,70.0,5.0,Đông Nam,21.0674567,105.9200531,87.14285714285714,Ngõ 1 ô tô,Phường Giang Biên,1
12854,66.5,4.0,KXĐ,21.0233526,105.9079671,79.69924812030075,Ngõ 4 ô tô tránh,Phường Long Biên,0
12855,140.0,5.769230769230769,KXĐ,21.0395434,105.898051,52.142857142857146,Ngõ 1 ô tô,Phường Phúc Đồng,1
12856,119.0,7.538461538461538,KXĐ,21.0566774,105.8957567,58.8235294117647,Ngõ 1 ô tô,Phường Việt Hưng,1
12857,100.0,9.307692307692307,Đông Nam,21.0766876,105.9075309,50.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
12881,30.0,5.38,Tây Nam,21.0437208,105.9259271,46.333333333333336,Ngõ 1 ô tô,Phường Long Biên,0
12882,84.0,5.36,KXĐ,21.0312466,105.899539,69.64285714285714,Ngõ 1 ô tô,Phường Long Biên,1
12883,77.0,5.34,KXĐ,21.0288671,105.8840044,81.46753246753246,Ngõ 1 ô tô,Phường Long Biên,1
12884,40.0,5.32,KXĐ,21.0250451,105.9078847,60.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12886,75.0,5.28,KXĐ,21.0584885,105.9002297,114.66666666666669,Ngõ 1 ô tô,Phường Việt Hưng,1
12887,36.5,5.26,KXĐ,21.0437208,105.9259271,44.98630136986301,Ngõ 1 ô tô,Phường Long Biên,1
12888,61.3,5.24,KXĐ,21.0231515,105.9055008,48.939641109298535,Ngõ 1 ô tô,Phường Thạch Bàn,1
12889,65.0,5.22,KXĐ,21.0098329,105.9051712,69.23076923076923,Ngõ 1 ô tô,Phường Long Biên,1
12890,70.0,5.2,KXĐ,21.0621941,105.9163657,85.0,Ngõ 1 ô tô,Phường Giang Biên,1
12891,120.0,5.18,KXĐ,21.0566774,105.8957567,57.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12892,68.0,5.16,KXĐ,21.0348453,105.9127108,75.0,Ngõ 1 ô tô,Phường Long Biên,1
12893,97.0,5.14,KXĐ,21.0348453,105.9127108,67.64948453608247,Ngõ 1 ô tô,Phường Long Biên,1
12894,72.7,5.12,KXĐ,21.0250451,105.9078847,52.95735900962861,Ngõ 1 ô tô,Phường Thạch Bàn,1
12895,88.4,5.1,KXĐ,21.0348453,105.9127108,71.26696832579185,Ngõ 1 ô tô,Phường Long Biên,1
12896,36.0,5.08,KXĐ,21.0588582,105.8583873,28.33333333333333,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12898,97.0,5.04,KXĐ,21.0437208,105.9259271,81.64948453608247,Ngõ 1 ô tô,Phường Long Biên,1
12899,100.0,5.0200000000000005,KXĐ,21.0250451,105.9078847,85.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12900,60.0,5.0,KXĐ,21.0348453,105.9127108,80.0,Ngõ 1 ô tô,Phường Long Biên,1
12901,53.2,4.98,KXĐ,21.0288671,105.8840044,65.0,Ngõ 1 ô tô,Phường Long Biên,1
12902,94.0,4.96,KXĐ,21.0588582,105.8583873,66.48936170212765,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12903,65.2,4.94,KXĐ,20.999737,105.9072745,80.0,Ngõ 1 ô tô,Phường Long Biên,1
12905,55.8,4.9,KXĐ,21.0437208,105.9259271,47.99283154121864,Ngõ 1 ô tô,Phường Long Biên,1
12906,30.0,4.88,KXĐ,21.071252,105.8781593,36.66666666666666,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12907,39.0,4.86,KXĐ,21.071252,105.8781593,30.256410256410252,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12908,57.0,4.84,KXĐ,21.0288671,105.8840044,64.0,Ngõ 1 ô tô,Phường Long Biên,1
12911,75.0,4.78,KXĐ,21.0244365,105.8982491,70.0,Ngõ 1 ô tô,Phường Long Biên,1
12913,74.0,4.74,KXĐ,21.0104989,105.9096443,75.67567567567568,Ngõ 1 ô tô,Phường Long Biên,1
12914,67.0,4.720000000000001,KXĐ,21.0643273,105.9149135,71.94029850746269,Ngõ 1 ô tô,Phường Giang Biên,1
12915,65.0,4.7,KXĐ,21.0465833,105.8775243,64.0,Ngõ 1 ô tô,Phường Long Biên,0
12916,51.0,5.7,KXĐ,21.0233526,105.9079671,68.62745098039215,Ngõ 1 ô tô,Phường Long Biên,0
12917,87.0,5.35,KXĐ,21.0437208,105.9259271,89.42528735632185,Ngõ 1 ô tô,Phường Long Biên,1
12918,40.0,5.0,KXĐ,21.053419,105.8868173,57.5,Ngõ 2 ô tô tránh,Phường Long Biên,0
12920,59.5,5.235294117647059,KXĐ,21.0409698,105.8973932,64.0,Ngõ 1 ô tô,Phường Phúc Đồng,1
12921,79.0,5.352941176470588,KXĐ,21.0288671,105.8840044,84.81012658227849,Ngõ 1 ô tô,Phường Long Biên,1
12922,100.0,5.470588235294118,KXĐ,21.0098329,105.9051712,64.0,Ngõ 1 ô tô,Phường Long Biên,1
12923,36.0,5.588235294117647,KXĐ,21.048956,105.8862812,55.55555555555556,Ngõ 1 ô tô,Phường Long Biên,0
12924,51.5,5.705882352941177,KXĐ,21.0655013,105.8883137,67.96116504854369,Ngõ 1 ô tô,Phường Thượng Thanh,1
12925,36.0,5.823529411764706,KXĐ,21.020984,105.9115754,39.44444444444444,Ngõ 1 ô tô,Phường Thạch Bàn,1
12926,65.0,5.9411764705882355,KXĐ,21.0260537,105.8985417,66.92307692307692,Ngõ 1 ô tô,Phường Long Biên,1
12927,90.0,6.0588235294117645,KXĐ,21.0437208,105.9259271,65.0,Ngõ 1 ô tô,Phường Long Biên,1
12928,49.0,6.176470588235294,KXĐ,21.0250451,105.9078847,34.48979591836735,Ngõ 1 ô tô,Phường Thạch Bàn,1
12929,35.0,6.294117647058823,KXĐ,21.0250451,105.9078847,55.71428571428572,Ngõ 1 ô tô,Phường Thạch Bàn,1
12931,53.0,6.529411764705882,KXĐ,21.0533486,105.9009639,90.56603773584904,Ngõ 1 ô tô,Phường Việt Hưng,1
12932,79.3,6.647058823529411,KXĐ,21.0437208,105.9259271,90.0,Ngõ 1 ô tô,Phường Long Biên,1
12933,60.0,6.764705882352941,KXĐ,21.0405733,105.8776605,81.66666666666667,Ngõ 1 ô tô,Phường Long Biên,1
12934,78.0,6.882352941176471,KXĐ,21.0383592,105.9339701,43.0,Ngõ 1 ô tô,Phường Long Biên,0
12935,54.0,7.0,Tây Bắc,21.0413823,105.901341,57.407407407407405,Ngõ 1 ô tô,Phường Phúc Đồng,0
12936,59.5,7.0,KXĐ,21.0407327,105.896559,64.0,Ngõ ngách,Phường Phúc Đồng,0
12937,65.0,5.45,KXĐ,21.0371784,105.8730678,69.23076923076923,Ngõ 1 ô tô,Phường Long Biên,0
12938,64.0,3.9,KXĐ,21.0233526,105.9079671,54.6875,Ngõ 2 ô tô tránh,Phường Thạch Bàn,0
12939,122.0,3.925,KXĐ,21.0260537,105.8985417,42.62295081967213,Ngõ 1 ô tô,Phường Long Biên,1
12940,75.0,3.95,KXĐ,21.0260537,105.8985417,68.0,Ngõ 1 ô tô,Phường Long Biên,1
12941,64.0,3.975,KXĐ,21.026428,105.8930876,48.125,Ngõ 1 ô tô,Phường Long Biên,1
12942,48.0,4.0,Tây Nam,21.0621348,105.9166252,93.0,Ngõ 1 ô tô,Phường Giang Biên,0
12943,40.0,3.6,Tây,21.0285735,105.9193383,57.5,Ngõ 1 ô tô,Phường Thạch Bàn,0
12944,40.0,3.85,KXĐ,21.0250451,105.9078847,57.5,Ngõ 1 ô tô,Phường Thạch Bàn,1
12945,54.0,4.1,KXĐ,21.0400626,105.8986779,57.407407407407405,Ngõ 1 ô tô,Phường Phúc Đồng,1
12946,60.0,4.35,KXĐ,21.026428,105.8930876,130.0,Ngõ 1 ô tô,Phường Long Biên,1
12948,42.0,4.8,KXĐ,21.0216695,105.9141793,54.76190476190476,Ngõ 1 ô tô,Phường Thạch Bàn,0
12952,85.0,9.375,KXĐ,21.0628972,105.8821068,63.52941176470589,Ngõ 1 ô tô,Phường Thượng Thanh,1
12953,105.0,7.5,KXĐ,21.056117,105.8658584,57.142857142857146,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12958,40.0,3.5,Tây Bắc,21.056117,105.8658584,53.75,Ngõ 1 ô tô,Phường Ngọc Thụy,1
12959,96.5,3.498,KXĐ,21.0311299,105.915143,68.0,Ngõ 1 ô tô,Phường Long Biên,1
12960,55.0,3.496,KXĐ,21.0533486,105.9009639,72.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12961,55.0,3.494,KXĐ,21.0371784,105.8730678,100.0,Ngõ 1 ô tô,Phường Long Biên,1
12962,41.5,3.492,KXĐ,21.0437208,105.9259271,40.98795180722892,Ngõ 1 ô tô,Phường Long Biên,1
12963,35.0,3.49,KXĐ,21.0288671,105.8840044,65.0,Ngõ 1 ô tô,Phường Long Biên,1
12965,50.5,3.486,KXĐ,21.0533486,105.9009639,72.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12966,70.0,3.484,KXĐ,21.0288671,105.8840044,55.0,Ngõ 1 ô tô,Phường Long Biên,1
12967,40.0,3.482,KXĐ,21.0437208,105.9259271,31.25,Ngõ 1 ô tô,Phường Long Biên,1
12968,125.0,3.48,KXĐ,21.0348453,105.9127108,67.0,Ngõ 1 ô tô,Phường Long Biên,1
12969,50.0,3.478,KXĐ,21.0584885,105.9002297,43.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12970,70.0,3.476,KXĐ,21.0288671,105.8840044,55.0,Ngõ 1 ô tô,Phường Long Biên,1
12971,48.0,3.474,KXĐ,21.0250451,105.9078847,50.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12972,120.0,3.472,KXĐ,21.0566774,105.8957567,57.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12973,51.6,3.47,KXĐ,21.0533486,105.9009639,71.99612403100775,Ngõ 1 ô tô,Phường Việt Hưng,1
12974,43.0,3.468,KXĐ,21.0400626,105.8986779,44.18604651162791,Ngõ 1 ô tô,Phường Phúc Đồng,1
12975,44.0,3.466,KXĐ,21.0250451,105.9078847,50.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
12976,51.0,3.464,KXĐ,21.0527053,105.8998379,72.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12977,52.8,3.462,KXĐ,21.0250451,105.9078847,50.98484848484848,Ngõ 1 ô tô,Phường Thạch Bàn,1
12978,31.0,3.46,KXĐ,21.0371784,105.8730678,75.0,Ngõ 1 ô tô,Phường Long Biên,1
12979,57.0,3.458,KXĐ,21.0400626,105.8986779,43.85964912280702,Ngõ 1 ô tô,Phường Phúc Đồng,1
12980,100.0,3.456,KXĐ,21.0104989,105.9096443,65.0,Ngõ 1 ô tô,Phường Long Biên,1
12981,52.2,3.454,KXĐ,21.0527053,105.8998379,71.99233716475095,Ngõ 1 ô tô,Phường Việt Hưng,1
12982,40.0,3.452,KXĐ,21.0621941,105.9163657,62.0,Ngõ 1 ô tô,Phường Giang Biên,1
12983,68.0,3.45,KXĐ,21.0104989,105.9096443,70.0,Ngõ 1 ô tô,Phường Long Biên,1
12984,90.0,3.448,KXĐ,21.0566774,105.8957567,85.0,Ngõ 1 ô tô,Phường Việt Hưng,1
12985,48.5,3.446,KXĐ,21.0533486,105.9009639,72.98969072164948,Ngõ 1 ô tô,Phường Việt Hưng,1
12986,79.0,3.444,KXĐ,21.0743734,105.9014224,63.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
12987,50.0,3.442,KXĐ,21.0250451,105.9078847,51.4,Ngõ 1 ô tô,Phường Thạch Bàn,1
12989,69.0,3.438,KXĐ,21.0098329,105.9051712,51.0,Ngõ 1 ô tô,Phường Long Biên,1
12991,73.0,3.434,KXĐ,21.0621941,105.9163657,40.0,Ngõ 1 ô tô,Phường Giang Biên,1
12992,30.0,3.4320000000000004,KXĐ,21.0288671,105.8840044,100.0,Ngõ 1 ô tô,Phường Long Biên,1
12993,50.0,3.43,Tây Bắc,21.0581374,105.8934678,37.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
12994,67.0,4.0,KXĐ,21.0674328,105.9179597,75.0,Ngõ 1 ô tô,Phường Giang Biên,1
12995,70.0,3.9875,KXĐ,21.0655013,105.8883137,32.57142857142857,Ngõ 1 ô tô,Phường Thượng Thanh,1
12996,117.0,3.975,KXĐ,21.0216845,105.8953979,58.0,Ngõ 1 ô tô,Phường Long Biên,1
12997,65.0,3.9625,KXĐ,21.0734674,105.8979169,53.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
12998,86.0,3.95,KXĐ,21.0400626,105.8986779,118.0,Ngõ 1 ô tô,Phường Phúc Đồng,1
12999,60.0,3.9375,KXĐ,21.0404889,105.8735636,81.66666666666667,Ngõ 1 ô tô,Phường Long Biên,1
13000,50.0,3.925,KXĐ,21.0533486,105.9009639,72.0,Ngõ 1 ô tô,Phường Việt Hưng,1
13001,36.0,3.9125,KXĐ,21.0674567,105.9200531,69.44444444444444,Ngõ 1 ô tô,Phường Giang Biên,0
13002,44.0,3.9,KXĐ,21.0574877,105.8870246,72.72727272727273,Ngõ 1 ô tô,Phường Thượng Thanh,1
13003,55.0,3.882608695652174,KXĐ,21.0701691,105.9068373,67.0,Ngõ 1 ô tô,Phường Đức Giang,1
13005,100.0,3.8478260869565215,KXĐ,21.0566774,105.8957567,65.0,Ngõ 1 ô tô,Phường Việt Hưng,1
13006,75.0,3.8304347826086955,KXĐ,21.0584885,105.9002297,112.0,Ngõ 1 ô tô,Phường Việt Hưng,1
13007,122.0,3.8130434782608695,KXĐ,21.0104989,105.9096443,42.78688524590164,Ngõ 1 ô tô,Phường Long Biên,1
13008,75.0,3.7956521739130435,KXĐ,21.0288671,105.8840044,72.0,Ngõ 1 ô tô,Phường Long Biên,1
13009,44.9,3.778260869565217,KXĐ,21.0371784,105.8730678,89.06458797327394,Ngõ 1 ô tô,Phường Phúc Đồng,1
13010,58.0,3.760869565217391,KXĐ,21.0250451,105.9078847,53.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
13011,100.0,3.743478260869565,KXĐ,21.0250451,105.9078847,85.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
13012,112.0,3.726086956521739,KXĐ,21.0145466,105.9048603,65.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
13013,61.0,3.708695652173913,KXĐ,21.0250451,105.9078847,49.18032786885246,Ngõ 1 ô tô,Phường Thạch Bàn,1
13014,51.0,3.6913043478260867,KXĐ,21.0533486,105.9009639,72.0,Ngõ 1 ô tô,Phường Việt Hưng,1
13015,35.5,3.6739130434782608,KXĐ,21.0588582,105.8583873,60.0,Ngõ 1 ô tô,Phường Ngọc Thụy,0
13016,128.0,3.6565217391304348,KXĐ,21.0348453,105.9127108,67.0,Ngõ 1 ô tô,Phường Long Biên,1
13017,60.0,3.639130434782609,KXĐ,21.0348453,105.9127108,54.16666666666666,Ngõ 1 ô tô,Phường Long Biên,1
13018,93.0,3.621739130434783,KXĐ,21.0294886,105.8982686,54.83870967741935,Ngõ 1 ô tô,Phường Long Biên,1
13020,88.0,3.5869565217391304,KXĐ,21.026428,105.8930876,45.45454545454545,Ngõ 1 ô tô,Phường Long Biên,1
13021,48.6,3.5695652173913044,KXĐ,21.0145466,105.9048603,115.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
13022,97.0,3.5521739130434784,KXĐ,21.0348453,105.9127108,68.0,Ngõ 1 ô tô,Phường Long Biên,1
13023,72.0,3.534782608695652,KXĐ,21.053419,105.8868173,72.22222222222223,Ngõ 1 ô tô,Phường Long Biên,0
