,dien_tich,mat_tien,huong_nha,lat,long,gia_m2,do_rong_duong_ml,ten_phuong,sodo
14241,100.0,4.6,KXĐ,21.0615466,105.8943294,99.0,Ngõ 1 ô tô,Phường Việt Hưng,1
14242,99.0,4.8,KXĐ,21.0216845,105.8953979,51.91919191919192,Ngõ 1 ô tô,Phường Long Biên,1
14243,86.2,5.0,Nam,21.0502778,105.8772992,69.95359628770301,Ngõ 4 ô tô trở lên,Phường Long Biên,0
14244,51.0,3.79,KXĐ,21.0233526,105.9079671,55.88235294117647,Ngõ 1 ô tô,Phường Long Biên,0
14245,36.0,5.195,KXĐ,21.0230051,105.9053707,52.77777777777778,Ngõ 1 ô tô,Phường Thạch Bàn,1
14246,82.0,6.6,KXĐ,21.0674567,105.9200531,37.19512195121951,Ngõ 1 ô tô,Phường Giang Biên,0
14247,41.0,3.6,Tây Bắc,21.0569455,105.8926404,79.26829268292683,Ngõ 1 ô tô,Phường Việt Hưng,1
14248,36.0,4.0,Bắc,21.0621348,105.9166252,68.55555555555556,Ngõ 1 ô tô,Phường Giang Biên,0
14249,82.0,4.625,KXĐ,21.0433311,105.8653021,121.95121951219512,Ngõ 1 ô tô,Phường Long Biên,1
14250,92.0,5.25,KXĐ,21.0681568,105.8897499,43.369565217391305,Ngõ 1 ô tô,Phường Thượng Thanh,1
14251,38.0,5.925,KXĐ,21.0407327,105.896559,82.89473684210526,Ngõ 1 ô tô,Phường Phúc Đồng,1
14252,99.0,6.6,Tây Bắc,21.022292,105.8990477,52.0,Ngõ 1 ô tô,Phường Long Biên,1
14253,38.0,6.558974358974359,KXĐ,21.0433311,105.8653021,45.26315789473684,Ngõ 1 ô tô,Phường Long Biên,1
14254,110.0,6.517948717948718,KXĐ,21.0395434,105.898051,34.54545454545455,Ngõ 1 ô tô,Phường Phúc Đồng,1
14255,60.0,6.476923076923077,KXĐ,21.0368376,105.8731963,70.0,Ngõ 1 ô tô,Phường Long Biên,0
14256,47.0,6.435897435897435,KXĐ,21.0648606,105.8975038,102.12765957446808,Ngõ 1 ô tô,Phường Thượng Thanh,0
14257,25.0,6.394871794871794,KXĐ,21.0438304,105.8723803,74.0,Ngõ 1 ô tô,Phường Long Biên,1
14258,93.0,6.3538461538461535,KXĐ,21.0700233,105.880396,75.26881720430107,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14259,46.0,6.312820512820513,KXĐ,21.0408875,105.8744147,43.47826086956522,Ngõ 1 ô tô,Phường Long Biên,0
14261,78.0,6.230769230769231,KXĐ,21.0371784,105.8730678,70.51282051282051,Ngõ 1 ô tô,Phường Long Biên,0
14262,56.0,6.189743589743589,KXĐ,21.0218618,105.9085869,70.53571428571429,Ngõ 1 ô tô,Phường Thạch Bàn,1
14263,100.0,6.148717948717948,KXĐ,21.0452698,105.8657089,48.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14264,36.0,6.107692307692307,KXĐ,21.0381356,105.9342847,55.55555555555556,Ngõ 1 ô tô,Phường Giang Biên,0
14265,155.0,6.066666666666666,KXĐ,21.035861,105.8793891,38.70967741935484,Ngõ 1 ô tô,Phường Long Biên,0
14266,40.0,6.0256410256410255,KXĐ,21.0663998,105.8587337,30.0,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14267,75.0,5.984615384615385,KXĐ,21.0495394,105.8834124,106.66666666666669,Ngõ 1 ô tô,Phường Long Biên,0
14268,108.0,5.943589743589744,KXĐ,21.0339539,105.9181104,100.0,Ngõ 1 ô tô,Phường Việt Hưng,1
14269,140.0,5.902564102564102,KXĐ,21.0409106,105.9048432,52.142857142857146,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14270,30.0,5.861538461538461,KXĐ,21.0265233,105.9105945,48.333333333333336,Ngõ 1 ô tô,Phường Thạch Bàn,1
14272,140.0,5.779487179487179,KXĐ,21.0429206,105.8791645,55.71428571428572,Ngõ 1 ô tô,Phường Long Biên,1
14273,36.0,5.7384615384615385,KXĐ,21.0280989,105.8931653,54.16666666666666,Ngõ 1 ô tô,Phường Thạch Bàn,1
14274,98.0,5.697435897435897,KXĐ,21.0655827,105.8979852,64.28571428571429,Ngõ 1 ô tô,Phường Đức Giang,1
14275,45.0,5.656410256410256,KXĐ,21.0215835,105.8963079,63.333333333333336,Ngõ 1 ô tô,Phường Long Biên,0
14276,61.0,5.615384615384615,KXĐ,21.038754,105.9346501,50.81967213114754,Ngõ 1 ô tô,Phường Long Biên,0
14277,40.0,5.574358974358974,KXĐ,21.056117,105.8658584,83.75,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14278,50.0,5.533333333333333,KXĐ,21.0355605,105.8728104,104.0,Ngõ 1 ô tô,Phường Long Biên,0
14279,35.0,5.492307692307692,KXĐ,21.0401721,105.9024322,91.42857142857144,Ngõ 1 ô tô,Phường Phúc Đồng,0
14280,36.0,5.4512820512820515,KXĐ,21.0487065,105.8780408,106.94444444444444,Ngõ 1 ô tô,Phường Long Biên,0
14281,151.0,5.410256410256411,KXĐ,21.0260537,105.8985417,59.602649006622514,Ngõ 1 ô tô,Phường Long Biên,0
14282,90.0,5.369230769230769,KXĐ,21.0666728,105.8916119,106.66666666666669,Ngõ 1 ô tô,Phường Đức Giang,1
14283,52.0,5.328205128205128,KXĐ,21.0371784,105.8730678,75.0,Ngõ 1 ô tô,Phường Long Biên,1
14285,40.0,5.246153846153846,KXĐ,21.0723868,105.8991829,46.25,Ngõ 1 ô tô,Phường Thượng Thanh,0
14287,60.0,5.1641025641025635,KXĐ,21.0396348,105.8824499,105.0,Ngõ 1 ô tô,Phường Long Biên,0
14288,60.0,5.123076923076923,KXĐ,21.0355605,105.8728104,115.0,Ngõ 1 ô tô,Phường Long Biên,0
14289,42.0,5.082051282051282,KXĐ,21.026428,105.8930876,56.42857142857143,Ngõ 1 ô tô,Phường Long Biên,1
14290,70.0,5.041025641025641,KXĐ,21.0580819,105.9020562,48.57142857142857,Ngõ 1 ô tô,Phường Việt Hưng,1
14291,51.0,5.0,KXĐ,21.056117,105.8658584,84.31372549019608,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14293,60.0,4.0,KXĐ,21.026428,105.8930876,57.0,Ngõ 1 ô tô,Phường Long Biên,0
14294,97.0,5.0,Đông Bắc,21.0433311,105.8653021,81.64948453608247,Ngõ 1 ô tô,Phường Long Biên,1
14295,68.5,4.0,KXĐ,21.0348453,105.9127108,68.0,Ngõ 1 ô tô,Phường Long Biên,1
14296,47.0,4.65,Nam,21.0246866,105.9015398,51.06382978723404,Ngõ 1 ô tô,Phường Long Biên,1
14297,96.0,5.0,KXĐ,21.0437208,105.9259271,82.5,Ngõ 4 ô tô trở lên,Phường Long Biên,0
14298,52.0,5.0,KXĐ,21.0665367,105.859452,80.76923076923077,Ngõ 2 ô tô tránh,Phường Ngọc Thụy,0
14299,47.0,4.65,KXĐ,21.0502778,105.8772992,51.06382978723404,Ngõ ngách,Phường Long Biên,0
14300,46.0,4.6,KXĐ,21.0502778,105.8772992,52.17391304347826,Ngõ 1 ô tô,Phường Long Biên,0
14301,94.4,3.6,KXĐ,21.0548635,105.8884966,80.0,Ngõ 3 ô tô tránh,Phường Long Biên,0
14302,69.0,4.0,KXĐ,21.0394366,105.9131185,68.0,Ngõ 2 ô tô tránh,Phường Long Biên,0
14303,54.0,4.083333333333333,KXĐ,21.0350381,105.8737621,55.55555555555556,Ngõ 1 ô tô,Phường Long Biên,1
14304,40.0,4.166666666666667,KXĐ,21.0621941,105.9163657,68.0,Ngõ 1 ô tô,Phường Giang Biên,1
14305,35.0,4.25,KXĐ,21.028065,105.8823346,65.0,Ngõ 1 ô tô,Phường Long Biên,1
14306,126.0,4.333333333333333,KXĐ,21.0098329,105.9051712,45.0,Ngõ 1 ô tô,Phường Long Biên,1
14307,102.0,4.416666666666667,KXĐ,21.0475676,105.9263554,57.8235294117647,Ngõ 1 ô tô,Phường Long Biên,1
14308,88.4,4.5,KXĐ,21.0348453,105.9127108,71.26696832579185,Ngõ 1 ô tô,Phường Long Biên,1
14309,78.0,4.583333333333333,KXĐ,21.0104989,105.9096443,59.92307692307692,Ngõ 1 ô tô,Phường Long Biên,1
14310,57.0,4.666666666666667,KXĐ,21.0381908,105.9342071,47.36842105263158,Ngõ 1 ô tô,Phường Long Biên,1
14311,81.0,4.75,KXĐ,21.028065,105.8823346,65.0,Ngõ 1 ô tô,Phường Long Biên,1
14312,116.5,4.833333333333333,KXĐ,21.0251858,105.9078524,96.99570815450645,Ngõ 1 ô tô,Phường Thạch Bàn,1
14313,113.0,4.916666666666667,KXĐ,21.0387659,105.9053703,100.8849557522124,Ngõ 1 ô tô,Phường Long Biên,1
14316,115.0,6.0,Đông Bắc,21.0575538,105.9024322,100.0,Ngõ 1 ô tô,Phường Việt Hưng,1
14317,52.0,5.2,KXĐ,21.0588582,105.8583873,76.92307692307692,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14319,52.0,4.04,KXĐ,21.0437208,105.9259271,56.730769230769226,Ngõ 1 ô tô,Phường Long Biên,1
14320,51.0,5.0,KXĐ,21.0665367,105.859452,84.31372549019608,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14321,53.8,9.54,KXĐ,21.0674567,105.9200531,105.0185873605948,Ngõ 4 ô tô trở lên,Phường Long Biên,0
14322,113.0,4.5,KXĐ,21.0233526,105.9079671,100.8849557522124,Ngõ 3 ô tô tránh,Phường Long Biên,0
14323,99.0,4.266666666666667,KXĐ,21.0216845,105.8953979,52.0,Ngõ 1 ô tô,Phường Long Biên,1
14324,82.0,4.033333333333333,KXĐ,21.0288671,105.8840044,47.19512195121951,Ngõ 1 ô tô,Phường Long Biên,1
14325,45.6,3.8,Nam,21.038754,105.9346501,89.0,Ngõ 1 ô tô,Phường Giang Biên,1
14326,35.0,4.38,Đông Nam,21.0674567,105.9200531,46.285714285714285,Ngõ 1 ô tô,Phường Giang Biên,1
14327,92.0,5.7,Tây Bắc,21.0650095,105.8974448,46.0,Ngõ 1 ô tô,Phường Việt Hưng,0
14328,73.0,4.5,Đông Nam,21.0763312,105.8950856,75.0,Ngõ 1 ô tô,Phường Thượng Thanh,0
14329,68.0,4.2,Tây Bắc,21.0764178,105.9023035,75.0,Ngõ 1 ô tô,Phường Thượng Thanh,0
14331,80.0,7.4,KXĐ,21.0216695,105.9141793,47.5,Ngõ 1 ô tô,Phường Thạch Bàn,0
14333,102.0,6.0,Tây Bắc,21.0533486,105.9009639,82.0,Ngõ 1 ô tô,Phường Việt Hưng,0
14334,62.0,4.0,KXĐ,21.0405733,105.8776605,91.12903225806453,Ngõ 1 ô tô,Phường Long Biên,1
14335,30.0,6.0,KXĐ,21.0460423,105.8795514,120.0,Ngõ 1 ô tô,Phường Long Biên,1
14337,34.0,4.1,Đông Bắc,21.053419,105.8868173,66.17647058823529,Ngõ ngách,Phường Long Biên,0
14338,62.0,4.8,Đông Nam,21.0764178,105.9023035,71.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
14339,57.0,4.05,Đông Bắc,21.0433311,105.8653021,47.36842105263158,Ngõ 1 ô tô,Phường Long Biên,1
14340,31.2,3.13,Đông Nam,21.026428,105.8930876,66.98717948717949,Ngõ 1 ô tô,Phường Long Biên,1
14341,40.0,3.49,Tây Nam,21.0674567,105.9200531,92.0,Ngõ 1 ô tô,Phường Giang Biên,1
14343,79.0,5.5,KXĐ,21.0230051,105.9053707,48.10126582278481,Ngõ 1 ô tô,Phường Thạch Bàn,1
14344,31.0,5.25,KXĐ,21.0575299,105.8902679,64.0,Ngõ 1 ô tô,Phường Việt Hưng,0
14346,54.0,9.0,KXĐ,21.0674567,105.9200531,105.0,Ngõ 4 ô tô trở lên,Phường Long Biên,0
14347,75.0,4.3,KXĐ,21.0502778,105.8772992,68.0,Ngõ 3 ô tô tránh,Phường Long Biên,0
14348,52.0,4.809523809523809,KXĐ,21.0588582,105.8583873,80.76923076923077,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14350,86.0,5.828571428571428,KXĐ,21.0396348,105.8824499,100.005,Ngõ 1 ô tô,Phường Long Biên,1
14351,79.0,6.338095238095238,KXĐ,21.0368376,105.8731963,70.88607594936708,Ngõ 1 ô tô,Phường Long Biên,1
14352,64.0,6.847619047619047,KXĐ,21.0368376,105.8731963,75.0,Ngõ 1 ô tô,Phường Long Biên,1
14353,139.0,7.357142857142857,KXĐ,21.0456924,105.8805986,57.55395683453237,Ngõ 1 ô tô,Phường Long Biên,1
14354,118.0,7.866666666666666,KXĐ,21.0374945,105.9068631,93.22033898305084,Ngõ 1 ô tô,Phường Long Biên,1
14355,34.0,8.376190476190477,KXĐ,21.0300783,105.9140335,44.11764705882353,Ngõ 1 ô tô,Phường Long Biên,0
14356,40.0,8.885714285714286,KXĐ,21.0566774,105.8957567,35.0,Ngõ 1 ô tô,Phường Việt Hưng,0
14357,93.0,9.395238095238096,KXĐ,21.065651,105.8807912,66.66666666666667,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14369,86.0,5.5,KXĐ,21.0285735,105.9193383,47.093023255813954,Ngõ 1 ô tô,Phường Thạch Bàn,1
14371,65.0,5.2,KXĐ,21.0404889,105.8735636,58.46153846153846,Ngõ 1 ô tô,Phường Long Biên,1
14372,93.0,4.5,Bắc,21.0621348,105.9166252,68.81720430107526,Ngõ 1 ô tô,Phường Giang Biên,1
14373,39.0,4.0,KXĐ,21.0216845,105.8953979,51.02564102564103,Ngõ 1 ô tô,Phường Long Biên,0
14374,40.0,3.58,KXĐ,21.0575538,105.9024322,102.5,Ngõ 1 ô tô,Phường Việt Hưng,1
14375,66.0,4.0,KXĐ,21.0210284,105.9092857,77.27272727272727,Ngõ 1 ô tô,Phường Thạch Bàn,0
14376,57.0,4.0,Đông Bắc,21.0433311,105.8653021,47.36842105263158,Ngõ 1 ô tô,Phường Long Biên,1
14377,40.0,3.5,KXĐ,21.056117,105.8658584,80.0,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14382,86.0,8.2,KXĐ,21.0104989,105.9096443,70.11627906976744,Ngõ 1 ô tô,Phường Long Biên,1
14383,44.0,4.0,KXĐ,21.0216695,105.9141793,44.31818181818182,Ngõ 1 ô tô,Phường Thạch Bàn,0
14384,60.0,6.4,KXĐ,21.0230051,105.9053707,55.833333333333336,Ngõ 1 ô tô,Phường Thạch Bàn,0
14385,37.1,4.5,Bắc,21.0209961,105.9115583,53.908355795148246,Ngõ 1 ô tô,Phường Thạch Bàn,0
14386,79.0,5.5,KXĐ,21.0285735,105.9193383,48.10126582278481,Ngõ 1 ô tô,Phường Thạch Bàn,0
14391,49.0,4.0,KXĐ,21.0437208,105.9259271,50.0,Ngõ 1 ô tô,Phường Long Biên,0
14393,52.0,4.8,KXĐ,21.020984,105.9115754,70.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
14394,67.2,4.91,Đông,21.038754,105.9346501,90.0,Ngõ 1 ô tô,Phường Giang Biên,1
14395,89.0,4.0,KXĐ,21.0597187,105.8962625,61.79775280898876,Ngõ 2 ô tô tránh,Phường Long Biên,0
14396,69.6,5.58,KXĐ,21.0674567,105.9200531,62.06896551724139,Ngõ 1 ô tô,Phường Giang Biên,0
14397,35.0,5.053333333333334,KXĐ,21.0218618,105.9085869,60.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
14398,47.0,4.526666666666666,KXĐ,21.026428,105.8930876,51.06382978723404,Ngõ 1 ô tô,Phường Long Biên,1
14399,60.0,4.0,Tây Nam,21.0687455,105.9204798,64.0,Ngõ 1 ô tô,Phường Giang Biên,1
14400,70.0,4.3,KXĐ,21.0480346,105.8651774,58.57142857142857,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14403,105.0,4.5,Tây Bắc,21.038754,105.9346501,67.61904761904762,Ngõ 1 ô tô,Phường Giang Biên,1
14405,30.0,3.0,Bắc,21.0104989,105.9096443,72.0,Ngõ 1 ô tô,Phường Long Biên,0
14407,105.0,4.5,KXĐ,21.0674567,105.9200531,67.61904761904762,Ngõ 2 ô tô tránh,Phường Giang Biên,0
14409,53.8,4.7,KXĐ,21.0621941,105.9163657,105.0,Ngõ 1 ô tô,Phường Giang Biên,1
14411,46.0,4.9,KXĐ,21.026428,105.8930876,52.17391304347826,Ngõ 1 ô tô,Phường Long Biên,1
14414,89.0,4.0,KXĐ,21.0575299,105.8902679,66.85393258426966,Ngõ 1 ô tô,Phường Việt Hưng,1
14415,61.0,5.2,KXĐ,21.0433311,105.8653021,74.42622950819673,Ngõ 1 ô tô,Phường Long Biên,1
14416,35.0,3.3,Tây Nam,21.0407327,105.896559,100.0,Ngõ 1 ô tô,Phường Phúc Đồng,0
14417,48.0,3.6,Tây Nam,21.0575538,105.9024322,98.95833333333331,Ngõ 1 ô tô,Phường Việt Hưng,0
14419,100.0,6.6,KXĐ,21.0566774,105.8957567,45.5,Ngõ 1 ô tô,Phường Việt Hưng,0
14420,54.0,9.0,Đông Nam,21.0674567,105.9200531,103.70370370370372,Ngõ 1 ô tô,Phường Giang Biên,0
14423,124.0,5.0,KXĐ,21.0273956,105.8950695,55.483870967741936,Ngõ 1 ô tô,Phường Long Biên,0
14427,78.0,8.04,KXĐ,21.0104989,105.9096443,67.94871794871794,Ngõ 1 ô tô,Phường Long Biên,1
14428,100.0,6.88,KXĐ,21.0435466,105.8982188,63.5,Ngõ 1 ô tô,Phường Phúc Đồng,0
14429,76.0,5.720000000000001,Đông Nam,21.0396348,105.8824499,86.84210526315789,Ngõ 1 ô tô,Phường Long Biên,0
14430,126.0,4.5600000000000005,KXĐ,21.0700233,105.880396,70.0,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14431,34.0,3.4,Tây Nam,21.0433311,105.8653021,42.64705882352941,Ngõ 1 ô tô,Phường Long Biên,1
14432,48.0,3.6,KXĐ,21.0597187,105.8962625,98.95833333333331,Ngõ 2 ô tô tránh,Phường Long Biên,0
14433,107.4,4.0,Đông Nam,21.0216837,105.8954151,40.03724394785847,Ngõ 1 ô tô,Phường Long Biên,0
14434,52.0,8.0,Tây Nam,21.0674567,105.9200531,105.0,Ngõ 4 ô tô trở lên,Phường Giang Biên,0
14435,76.5,4.12,Đông Nam,21.0308787,105.8881981,77.12418300653594,Ngõ 1 ô tô,Phường Long Biên,1
14438,100.0,7.0,Đông Nam,21.0216695,105.9141793,110.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
14439,79.5,5.3,KXĐ,21.0218618,105.9085869,110.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
14440,55.0,5.2,KXĐ,21.056117,105.8658584,77.27272727272727,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14442,75.0,9.0,Tây,21.0308787,105.8881981,70.0,Ngõ 1 ô tô,Phường Long Biên,1
14443,54.0,7.0,KXĐ,21.056117,105.8658584,77.77777777777777,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14444,45.0,5.0,KXĐ,21.0439297,105.872546,55.0,Ngõ 1 ô tô,Phường Long Biên,1
14445,79.0,4.2,Tây Bắc,21.0272042,105.8868448,84.81012658227849,Ngõ 1 ô tô,Phường Long Biên,1
14446,67.2,4.91,Đông,21.0674567,105.9200531,90.0297619047619,Ngõ 4 ô tô trở lên,Phường Long Biên,0
14447,51.0,5.503529411764706,KXĐ,21.056117,105.8658584,84.31372549019608,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14448,64.0,6.097058823529412,KXĐ,21.0283604,105.9195609,58.59375,Ngõ 1 ô tô,Phường Thạch Bàn,0
14450,45.0,7.284117647058824,KXĐ,21.0407327,105.896559,108.88888888888889,Ngõ 1 ô tô,Phường Long Biên,1
14453,30.0,9.064705882352941,KXĐ,21.0588582,105.8583873,36.66666666666666,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14454,38.0,9.658235294117647,KXĐ,21.0401721,105.9024322,82.89473684210526,Ngõ 1 ô tô,Phường Phúc Đồng,0
14464,37.0,4.0,KXĐ,21.0413124,105.9298552,44.5945945945946,Ngõ 1 ô tô,Phường Long Biên,1
14465,70.0,5.0,KXĐ,21.061879,105.9130088,85.71428571428571,Ngõ 1 ô tô,Phường Việt Hưng,1
14467,89.0,4.0,KXĐ,21.0575299,105.8902679,61.79775280898876,Ngõ 1 ô tô,Phường Việt Hưng,0
14468,51.7,3.6,Tây Bắc,21.0437208,105.9259271,36.0,Ngõ 1 ô tô,Phường Long Biên,0
14469,52.2,3.87,Tây Bắc,21.0628972,105.8821068,39.25287356321839,Ngõ 1 ô tô,Phường Thượng Thanh,1
14470,55.0,4.5,Tây Nam,21.0655013,105.8883137,70.9090909090909,Ngõ 1 ô tô,Phường Thượng Thanh,0
14471,70.0,3.68,KXĐ,21.0381908,105.9342071,32.57142857142857,Ngõ 1 ô tô,Phường Long Biên,1
14472,94.0,5.8,KXĐ,21.0665367,105.859452,66.48936170212765,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14473,30.0,3.5,KXĐ,21.0732506,105.8517814,35.0,Ngõ ngách,Phường Long Biên,0
14474,40.6,4.0,KXĐ,21.0779236,105.8458552,43.103448275862064,Ngõ 1 ô tô,Phường Long Biên,0
14475,114.0,4.0,KXĐ,21.0216845,105.8953979,55.0,Ngõ 1 ô tô,Phường Long Biên,1
14476,69.6,4.0,KXĐ,21.0621941,105.9163657,62.35632183908047,Ngõ 1 ô tô,Phường Giang Biên,1
14477,73.0,4.0,KXĐ,21.020984,105.9115754,52.73972602739726,Ngõ 1 ô tô,Phường Thạch Bàn,1
14478,46.5,4.0,KXĐ,21.026428,105.8930876,51.61290322580645,Ngõ 1 ô tô,Phường Long Biên,1
14479,83.0,4.0,KXĐ,21.0495394,105.8834124,85.0,Ngõ 1 ô tô,Phường Long Biên,1
14481,73.0,4.0,KXĐ,21.0718162,105.9004328,76.02739726027397,Ngõ 1 ô tô,Phường Thượng Thanh,1
14482,49.0,4.0,KXĐ,21.0379429,105.8770127,97.95918367346938,Ngõ 1 ô tô,Phường Long Biên,1
14483,51.0,4.0,KXĐ,21.0617671,105.8821839,60.0,Ngõ 1 ô tô,Phường Thượng Thanh,1
14484,48.0,4.0,KXĐ,21.0615466,105.8943294,98.95833333333331,Ngõ 1 ô tô,Phường Việt Hưng,1
14485,64.0,4.0,KXĐ,21.0250451,105.9078847,55.46875,Ngõ 1 ô tô,Phường Thạch Bàn,1
14486,70.0,4.0,KXĐ,21.0764178,105.9023035,42.0,Ngõ 1 ô tô,Phường Long Biên,0
14487,68.0,4.0,KXĐ,21.056117,105.8658584,58.0,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14488,70.0,4.0,KXĐ,21.0764178,105.9023035,42.0,Ngõ 1 ô tô,Phường Long Biên,0
14489,68.0,4.0,KXĐ,21.0588582,105.8583873,58.8235294117647,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14490,79.0,4.0,KXĐ,21.0285735,105.9193383,48.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
14491,89.0,4.0,KXĐ,21.0575299,105.8902679,61.79775280898876,Ngõ 1 ô tô,Phường Việt Hưng,1
14492,40.0,4.5,KXĐ,21.0230051,105.9053707,62.5,Ngõ 1 ô tô,Phường Thạch Bàn,1
14494,60.0,5.0,KXĐ,21.0300783,105.9140335,66.66666666666667,Ngõ 1 ô tô,Phường Long Biên,0
14501,74.4,6.5,Tây,21.0433311,105.8653021,70.0,Ngõ 1 ô tô,Phường Long Biên,0
14502,47.0,4.0,KXĐ,21.0764178,105.9023035,40.42553191489362,Ngõ 1 ô tô,Phường Thượng Thanh,0
14503,150.0,4.5,KXĐ,21.0626617,105.8954076,79.33333333333333,Ngõ 1 ô tô,Phường Đức Giang,0
14504,100.0,5.0,KXĐ,21.0404889,105.8735636,64.0,Ngõ 1 ô tô,Phường Long Biên,0
14506,55.0,4.8,KXĐ,21.0288671,105.8840044,58.18181818181818,Ngõ 1 ô tô,Phường Long Biên,1
14507,120.0,4.7,KXĐ,21.0655827,105.8979852,65.83333333333333,Ngõ 1 ô tô,Phường Đức Giang,1
14508,52.0,4.6,KXĐ,21.0621941,105.9163657,51.34615384615385,Ngõ 1 ô tô,Phường Giang Biên,1
14509,40.0,4.5,KXĐ,21.0495394,105.8834124,53.75,Ngõ 1 ô tô,Phường Long Biên,1
14510,75.0,4.4,KXĐ,21.0718162,105.9004328,42.66666666666666,Ngõ 1 ô tô,Phường Thượng Thanh,1
14511,55.0,4.3,KXĐ,21.0527053,105.8998379,80.0,Ngõ 1 ô tô,Phường Việt Hưng,1
14512,67.0,4.2,KXĐ,21.0371784,105.8730678,58.208955223880594,Ngõ 1 ô tô,Phường Long Biên,1
14513,38.0,4.1,KXĐ,21.0413823,105.901341,76.3157894736842,Ngõ 1 ô tô,Phường Phúc Đồng,1
14514,48.0,4.0,KXĐ,21.0437208,105.9259271,36.0,Ngõ 1 ô tô,Phường Long Biên,0
14516,80.0,5.3,KXĐ,21.0218618,105.9085869,111.25,Ngõ 1 ô tô,Phường Thạch Bàn,0
14517,68.0,9.649999999999999,KXĐ,21.056117,105.8658584,58.0,Ngõ 1 ô tô,Phường Ngọc Thụy,0
14519,120.0,5.5,KXĐ,21.0538754,105.8872924,104.16666666666669,Ngõ 1 ô tô,Phường Long Biên,1
14520,70.0,4.0,KXĐ,21.056117,105.8658584,112.85714285714286,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14521,72.0,5.0,KXĐ,21.0435466,105.8982188,72.22222222222223,Ngõ 1 ô tô,Phường Phúc Đồng,1
14522,60.0,4.5,KXĐ,21.0304233,105.9081495,62.5,Ngõ 1 ô tô,Phường Thạch Bàn,1
14523,35.0,4.85,KXĐ,21.0216695,105.9141793,52.0,Ngõ 1 ô tô,Phường Thạch Bàn,0
14524,40.0,5.2,KXĐ,21.0566774,105.8957567,46.25,Ngõ 1 ô tô,Phường Đức Giang,1
14525,69.0,3.9,KXĐ,21.0433311,105.8653021,57.971014492753625,Ngõ 1 ô tô,Phường Long Biên,1
14526,97.0,6.0,Tây Bắc,21.0575538,105.9024322,92.78350515463916,Ngõ 1 ô tô,Phường Việt Hưng,0
14527,79.0,4.2,Tây Nam,21.0186765,105.884813,82.27848101265823,Ngõ 1 ô tô,Phường Long Biên,0
14536,46.0,4.0,KXĐ,21.0437208,105.9259271,54.34782608695652,Ngõ 1 ô tô,Phường Long Biên,0
14537,85.0,5.0,KXĐ,21.0395434,105.898051,70.0,Ngõ 1 ô tô,Phường Phúc Đồng,1
14538,42.0,4.875,KXĐ,21.0746268,105.8919574,72.0,Ngõ 1 ô tô,Phường Thượng Thanh,0
14539,103.0,4.75,KXĐ,21.056117,105.8658584,57.28155339805825,Ngõ 1 ô tô,Phường Ngọc Thụy,1
14540,48.0,4.625,KXĐ,21.0575299,105.8902679,98.95833333333331,Ngõ 1 ô tô,Phường Việt Hưng,1
14541,114.0,4.5,KXĐ,21.0433311,105.8653021,99.12280701754386,Ngõ 1 ô tô,Phường Long Biên,0
14542,78.6,7.5,KXĐ,21.0575538,105.9024322,95.41984732824427,Ngõ 1 ô tô,Phường Việt Hưng,1
14543,46.0,4.0,KXĐ,21.0433311,105.8653021,54.34782608695652,Ngõ 1 ô tô,Phường Long Biên,1
14544,150.0,4.95,KXĐ,21.0433311,105.8653021,64.0,Ngõ 1 ô tô,Phường Long Biên,0
14545,80.0,5.9,KXĐ,21.0381908,105.9342071,48.125,Ngõ 1 ô tô,Phường Long Biên,1
14546,80.0,4.2,KXĐ,21.0384445,105.8762451,70.0,Ngõ 1 ô tô,Phường Long Biên,0
14547,80.0,7.0,KXĐ,21.0407327,105.896559,64.0,Ngõ 1 ô tô,Phường Phúc Đồng,0
14563,64.0,4.0,KXĐ,21.0210814,105.9144765,52.0,Ngõ 1 ô tô,Phường Thạch Bàn,1
